id,text,city,gender_id
263563945380560896,"@TOO_Convinced: That's crazy , you fen na smack me & @hissweet43011 fen na kick my butt, all in one day. smh #Abuse!!",A,M
263049253776130052,Think Like A Man makes me wanna watch Brown Sugar!,A,F
160454161350135810,@lexii_badd101 jus annoyed that people talk smack about other people!,A,M
171436171883319297,I'll smack a lil bitch wit a big mouth...and her momma too! Fosho #callthecops,A,F
285103046495703041,Natalie Portman was looking good in these movies. No wonder Anakin wanted to smack. But why kill her dog? #jediissues,A,F
243477845874204672,@natasha_sharee I be ready to smack people in the back of the head cause they dnt know how to wlk,A,F
225439648506322944,Im tryna sleep so my sis decides to come in my room turn on the lights and smack my arm with baby powder and then just leave #TheStruggle :/,A,M
213400875975184385,"The Only Reason Why I Smack Ya Butt Is To Say, ""Hey, Im Thinking Bout You"" Lol",A,M
161252224561983489,Mom on ha Coedine n she Funny cdfu,A,F
200370924288081920,Forgetting your phone is on your lap while your in a car then getting out & SMACK it hits the ground.  -_-,A,F
178325556142669824,The parental units are talking about heroin. I have my suspicions. What.,A,M
183599113290518528,@MacMiller changer soo much \nnow hes thinks hes a big shot tlkin bout codine in his cup dimonds in his chain\n#embarassed,A,F
181550859438669824,I'm old school and ill smack a bitch.,A,M
250736009657065472,"Its this one guy on my block that i just wanna smack, he irks my being.",A,F
235933495153790978,LOL ima smack you! “@OsamaBinTrappin: @e_buNNz you know better than to talk to me like that. Don't be another headbutt victim #OchoTaughtMe”,A,M
227260768222064640,@OsamaBinTrappin @misfit_d is Wayne Brady gonna have to smack???? a bitch?!?????,A,M
195988555179372544,So my dad informs me my younger sister got 3 F's on her report card.. Well im gettin my pimp hand ready to smack sum sense n2 her lazy ass!,A,F
265168776213975041,Every time i have Qdoba i truly understand heroin addiction #sogood! #intervention,A,F
209790545411833856,"I smoke my own weed,my eyes go sleepy wit my codeine...high shxt yh bitch call me a freak",A,M
197632828777840640,Sipping on codeine bitch am high hoe....big booty freak,A,M
158307167638790144,"Had a gr8t tym in d studio...,now on codine...sleepy eyes..still goin on it",A,F
216599798487330817,at a 1D concert seek  backstage then smack louis bum hug liam touch harry's hair kiss niall and lick zayn then run like hell screamin yolo,A,F
261538843029803008,@MaryandDyer @jessbh8 @landoneckles SMACK!!! haha\n\nwe'll save the wheat or white debate for the trip,A,F
249018821732610048,#piff #loud #gank #super #skunk #superskunk #weed #thc #dank  http://t.co/crRsPjtL,A,F
248989505497997312,Super skunk. Deadhead. Northern lights. Your choice. Hmu. I got you. #piff,A,F
243090638126583809,That awkward moment when you can't tell if you smell a skunk or it's just your pocket. #loudpack.,A,F
235767927092162560,"I'm Jeremy Lynin, I Got That China White (-_-) !!!",A,M
255035921286721537,I'mma Smack The Shit Out My Girl I Hate When She Act Like That Ughhh o(-_-)o !!!,A,F
232261987281817600,"Baby if you ever leave me, Leave some morphine at my door </3 !!!",A,F
202205947635056640,Lol RT @Um_JustBrit: @NaWitA_y lol yeah if meek say it I smack the shit out my boyfriend tho ????????,A,M
198685136991166464,Wtf?? RT @k_muggahz: Heroin is the way to go,A,F
197725234554601472,Every Time I Think Bout My Car I Wanna Smack The Shit Outta You!!,A,M
285844086223667200,"Ready to get gutsy, bold, and fierce? Embrace your inner Heroine at http://t.co/Odg8hNW8!",A,M
285768645630631938,You can change your beliefs so they empower your dreams and desires.--Marcia Wieder. Be your own heroine at http://t.co/0uMqr0ET,A,F
281208588331012097,"“Whether you say you can't or you can, you're right.” ? Walt Disney Company Be your own heroine at http://t.co/0uMqr0ET",A,F
281123264326152192,Afraid? Take a deep breath and do it anyway. You are a Heroine. http://t.co/Odg8hNW8,A,F
280851354614915072,"Join me this Wednesday for my free ""Be Your Own Heroine"" Training series! Register at http://t.co/Odg8hNW8",A,M
277905645271916544,"Ready to get gutsy, bold, and fierce? Embrace your inner Heroine at http://t.co/Odg8hNW8!",A,M
277840286527414272,Join me TODAY during my FREE Webinar: Tame your ego and embrace your inner Heroine! Go to http://t.co/Odg8hNW8!,A,M
277821291166302208,Be your own light. Your own love. Your own Heroine. Join me this Sunday for my FREE Webinar. Register at http://t.co/Odg8hNW8,A,M
277811203382845440,"Learn how to embrace your gorgeous, gutsy, and brave Heroine during my FREE Webinar TODAY! Register at http://t.co/Odg8hNW8!",A,F
277414908801462272,Tame your ego and embrace your inner Heroine during my free Webinar THIS Sunday. Register at http://t.co/Odg8hNW8!,A,M
276405674416672769,Free Webinar TONIGHT at 8:30 pm EST: Shut down your ego & embrace your gorgeous & fierce Heroine! Register ? http://t.co/Odg8hNW8,A,F
276357057676992512,Tame your ego and embrace your inner Heroine Webinar TONIGHT! Register at http://t.co/Odg8hNW8!,A,M
276122546766753793,Tame your ego and embrace your inner Heroine during my free Webinar THIS Wednesday. Register at http://t.co/0uMqr0ET!,A,M
275765145899249665,"Free Webinar this Wednesday: Shut down your ego & embrace your gorgeous, fierce, and confident Heroine! Register ? http://t.co/Odg8hNW8",A,F
275702305964314624,Tame your ego and embrace your inner Heroine during my free Webinar THIS Wednesday. Register at http://t.co/Odg8hNW8!,A,F
275620561604984832,"I'm tough, I'm ambitious, and I know exactly what I want. If that makes me a bitch, okay. -Madonna #empowered #heroine...",A,F
275324831677956096,Tame your ego and embrace your inner Heroine during my free Webinar next week. Register at http://t.co/Odg8hNW8!,A,F
275268450987945984,"Free Webinar next week: Taming your ego and embracing your gorgeous, brave, & fierce Heroine! Register at http://t.co/Odg8hNW8",A,F
275226646510989312,"“It’s not the load that breaks you down, it’s the way you carry it.” Lena Horne http://t.co/Odg8hNW8 #revolution #heroine #empowered",A,M
275027787839057920,“Courage is like a muscle. We strengthen it with use.” Ruth Gordon http://t.co/Odg8hNW8 #heroine #empowered,A,F
274996460754460672,Tame your ego and embrace your inner Heroine during my free Webinar next week. Register at http://t.co/Odg8hNW8!,A,F
274934678207750144,“Well-behaved women rarely make history.” Laurel Thatcher Ulrich http://t.co/Odg8hNW8 #heroine #empowered,A,F
274909662267179008,“Don’t compromise yourself. You are all you’ve got.” Janis Joplin http://t.co/Odg8hNW8 #heroine #empowerment,A,M
274849208450822144,"“Above all, be the heroine of your life, not the victim.” ? Nora Ephron --> http://t.co/Odg8hNW8",A,M
274700649281773568,"Free Webinar next week on taming your ego and embracing your gorgeous, fierce, and confident Heroine! Register ? http://t.co/Odg8hNW8",A,M
274662903997665282,Tame your ego and embrace your inner Heroine during my free Webinar next week. Register at http://t.co/Odg8hNW8!,A,F
274577448253927424,Shut down your ego and embrace your inner Heroine during my free Webinar next week! --> http://t.co/Odg8hNW8,A,M
274547228297801728,Learn how to tame your ego and embrace your inner Heroine during my free webinar next week! Register at http://t.co/Odg8hNW8,A,M
272357553797730304,How to disown the voices in your head so you can embrace your inner Heroine instead! http://t.co/dzShoCjK,A,F
271623090939768833,Why a heroine loves being single during the holidays http://t.co/dGUYN30Z,A,M
224999071230861312,Bout to smack the shit out this lady goddamn,A,F
232670971075641344,"Photo: adventuretime: Thank you, sir, may we have another… … smack in the buns with this sweet, sweet,... http://t.co/7tqNoOtX",A,M
236991704643801089,“@UnluckyBrian: Finally picked to be on a team. Hunger Games.” @MeGreenfield @rosie_tar @LL_Strack #iamkatniss,A,F
221034754814918656,@emily_diehl   @ Page Museum at the La Brea Tar Pits http://t.co/NPAsnykr,A,M
221031687801417728,Just posted a photo  @ Page Museum at the La Brea Tar Pits http://t.co/Pwly3hlG,A,F
221031510659178499,Just posted a photo  @ Page Museum at the La Brea Tar Pits http://t.co/zgarZykF,A,F
214531048204275713,"Like shorty do you love this dick ?! You know who you fucking with ?! Grab her by her weave , smack her ass like you fucking bitch",A,F
225384464979738626,Death by Tar Pit #LA  @ La Brea Tar Pits http://t.co/kMzZ6QP2,A,F
248252004613373953,Getting smack with $50 Bills,A,M
231762011237785600,@twix_love_babe Don't make me smack like u my daughter,A,M
218334952868163584,Do she know how close she was getting smack going hit my whole head I thought she was my little brother,A,F
217972831693193217,Bout to smack my little brother early this morning,A,F
217813062726590464,Bout to smack one of my little sisters,A,M
213276286901174272,My little brother keep playing bout to smack him,A,M
212390575322828801,My little brother bout to get smack by me,A,F
212175604873838592,Little brother and sisters keep playing early in the morning bout to smack one of them,A,M
211056620271185921,People on train got eye problems just say hi lucky they she was a girl if she wad a boy would have smack her in her face,A,M
206216689292021761,@FUNSIZE_BOSS come 2 da white horse 2mar ill b ya jamaican! Lol party 4 me though 9-2 imma b 25!,A,M
259004512222707712,Authorities say Andy Reid's son Garrett died of an accidental heroin overdose,A,M
209725481505914882,I wonder what it feel like i wanna smack it...,A,M
209774307579142146,@putty_pop i think i need a hit a morphine just enough to ease my worried mind .,A,F
218066625050578945,@levi_digg that shit is nutty . Soon as the doors open it smack the shit out u,A,F
215138859464392704,I really want football to start soon. Im ready to smack mofos. R.s,A,F
242020714968920064,@CrazzyRiyahh I smack u,A,M
240664739296980992,@CrazzyRiyahh I smack da shit out you,A,M
230143785177341952,@thtgurl_mimi smack dat bitch,A,F
212720605865324544,@thtgurl_mimi  I'll smack you,A,M
240698729848532992,"Im a disrespectful nigga , I nut in the palm of my hand and then smack ya man",A,F
217450270223904770,"I hate dickhead shit like that, I should go smack the shit outta bul",A,M
215455311119654913,Woke up wit the smack lmao,A,M
207936468918878208,I was rlly boutta smack the jawn n school tho,A,F
206115453003776001,Bullets smack em in his head blood drippin from his waves,A,F
198045421204021249,My brother just said he gon smack the shit outta my mom lmao,A,F
245312047397621760,Imma Smack Da Shit Out Berry If He Dont Got My 2 Dollas . lol #wordislife,A,M
244154860319145985,@BlackIndiaan Wya so i smack the bullshit outchu,A,M
243788481216798720,"I Got That China White , I Call It Jeremy Lin .",A,M
242809902597279747,@BlackIndiaan NOW.. We Both Know You Not Wit It Man . #liestoldontwitter Smack Da Shit Out Ya Strong As Head . Lol,A,F
257822204518084608,About to smack a bitch at 8:36am,A,F
248066521828577282,@_iFuckedYaGirl rs! Go put some clothes on b4i smack you! Lol and text me back asshole,A,M
243876674184306688,so now no body like YMCMB cause DRAKE smack chris with a bottle OH WELL DICKHEADS #TeamYMCMB,A,M
243296171202863104,I wanna smack someone with my dick,A,M
243291077866582016,*SMACK SMACK* oh you though I was done no b#%^+ *SMACK SMACK*,A,F
226144989531496450,@SlapThatHoex3 i know im bout smack myself like tf i just hate being lonely rs >.< shit erks my life,A,F
259003425759588352,@CaseHutcherson_ tar lad xox,A,M
216146680234520576,"Come around and let me smack,smack,smack!!!",A,M
217126575836119041,My pop pop Big Smack @maalikwayns2  http://t.co/GRJmUJFb,A,F
254388069552246784,#Percocet yupp!,A,F
233468415329828864,Wish i was prescribed #oxycontins soo i could stay out of it and forget the world!,A,M
268020899612082177,A Barbie-Like Heroine To Turn Young Girls Toward Engineering http://t.co/HHmVREDt @womeninhighered #STEM #changetheratio #edchat #engineer,A,F
258355764853370880,@NotoriousZ_A_C notice how @Jordan8023 doesn't dare talk smack #loyaltome,A,F
224928789447188480,The lady in the mall is holding a skunk! http://t.co/MVwVF3Jj,A,M
245277966244917248,If she dOnt stop pullin ma hair ima smack ha!!!!!!,A,F
224056573704671232,@Lynee_Love make mi smack ya ass,A,F
224052220285562880,she need to get off twitter for i smack her fuckin ass,A,F
210625829204529152,@KEYSToHisGatti_ yea yea yeaa . . yadda yadda yadda lol It was funny tho : ) .. nel had the smack face like yanni shut up NOW ahah,A,F
232672841932357633,@MaccdaddySen lmfao that doesnt even matter. How gon let that nigga smack you -_-,A,M
254668366931980289,@kristin_stocker knock that shit off ill smack you rul quick,A,F
229582455861035008,Yesterday it was a crackhead telling me not to do heroin now it's a junkie asking me for weed and pills #fuckthisneighborhood,A,M
212500027199856640,We sold some mushroom tea we sold some ecstasy we sold nitrous  opium oxide heroin and PCP.,A,F
210427120130863105,"We toured to the north, south, east and west\n We sold some mushroom tea We sold some ecstasy We sold nitrus, opium, acid, heroin and PCP",A,M
259040269025026048,Garrett Reid died of heroin #overdose http://t.co/hR2qtwDn,A,M
217300332294844418,Bored at this pharmacy. Bout to pop some percs and zone. Jk tho.,A,F
215699308610199553,I wonder if I scare my mom would she smack me *Thoughts* probably not a good idea :-D,A,M
210160139175608322,@MissLiddDimples who i got to smack real shit,A,F
243236721708380160,I liked a @YouTube video from @bk http://t.co/Qclpb9Nr Hack That - A Minecraft Parody of Akon's Smack That,A,F
265904869469204483,Can't wait to pick up some new heroin soaked bandanas. “@RollingStone: Line of Jimi Hendrix menswear is coming to Bloomingdale's this month”,A,M
235813308555464705,Skunks can't build this furniture! Absurd. “@HuffingtonPost: WATCH: All this little skunk wants is an IKEA bedroom set http://t.co/4mCLyqJC”,A,F
215400932941373440,New menu item in Margaritaville. “@HuffingtonPost: Rabid skunk in Jimmy Buffett restaurant bites woman http://t.co/fjZsE703”,A,F
2.11151E+17,"@NBCPhiladelphia: Police say a 5-year-old called 911 after her dad shot heroin and lost consciousness -- http://t.co/3bFc2qn""sick2mystomach",A,M
210552625278627841,DC summer interns on the metro = hilarious and/or I want to smack them.,A,F
159064179725176833,"#DIY #exfoliant: .5c brown sugar, 3tbsp olive oil, few drops water. Great for skin & lips - my skin is sooo soft right now! #beauty",A,M
170207057859981312,"I'm at Hello Gorgeous (1140 White Horse Road, Voorhees) http://t.co/oZotyxie",A,M
2.45581E+17,Sipping On That Codine .,A,F
215162028296372224,Wish a bitch wud smack me after I grab her ass ?????? and I still got my feel on ????????,A,F
213336884133371905,Sorry y'all that bitch pissed me off wish I cud smack shit outta her,A,M
225098590022934528,"@markmc_ paregoric was the kiddie morphine my mother gave me as a kid, that still around?",A,M
283288305871769600,@GailSimone Heroin is always popular.,A,M
280125587815813122,I've been starting fights all day. I'm tired of it. Who wants to help me write my heroin sitcom?,A,M
280083597933805568,It's like 'Friends' meets 'Cheers' meets heroin.,A,F
268232709271339008,"My armpits crave island freshness, my forearms crave black-tar heroin. What does Descartes have to say about this?",A,F
268232709271339008,"My armpits crave island freshness, my forearms crave black-tar heroin. What does Descartes have to say about this?",A,M
254887344669343744,I put blue lights in my bathroom so my friends don't do smack without me.,A,F
216752462709792769,"Take chances: surprise your reader! Smack them in the face! REMEMBER, treat your readers like a women #BadWritingTips Blow them away!",A,F
215295350276227072,Cum on my face smack my ass fuck meh good make me squrit like a water hose,A,F
210038082685239296,"@BFRESHTYS imma smack u, do u kiss it mom with that mouth??",A,M
195634721517092864,@Itsyaboy_Rob no ur not im n my room.... Im bout to come to ur room and smack u,A,F
189893304257757185,I smack old bitches for real.... I can def b bout that life,A,F
248245575810703360,"1 1/2 oz Irish whiskey\n1 tsp brown sugar\n6 ozhot coffee\n heavy cream\n\nCombine whiskey, sugar and coffee in a... http://t.co/foaV8OJU",A,M
159336536222085121,Crimes Nearby: Leaving Scene of Fatal Accident; 'Heroin Highway' - http://t.co/ri8dwy0Y http://t.co/l5gJfssB,A,F
221494352587915264,@DaveChappelle I need some smack bird,A,F
263914410081394688,I give a bitch a percacet and let her shine the choppa????????,A,M
199356742453297152,Banana split your ass! RT “@meat_millz: Shut up before I smack you with my brown banana !”,A,M
198846461654474752,@Young_Brina don't make me smack the taste ????????????????????? out of your mouth.,A,F
170958328711749632,Sing Cece! Before I smack that song off your lips!,A,M
170932977021362176,I'm gone smack T. D. Jakes! I admire him because he knows that he knows the Lord.,A,M
168890206504755200,I'm gone smack Adele! Yes baby! 2 down!,A,F
168814535552151552,So Whitney died from a heroin overdose. I didn't know that. I just thought she smoked and snorted. My God.,A,F
261226957310685184,All I need is Brown Sugar and Cinnimon poptarts,A,F
207001543831068672,"Take that, and wind it back. Turn around make yo booty go smack. I HEARD THAT VERSE ALL FUCKING NIGHT.",A,F
210916497697144832,"If another dude ask me ""do I got some tree"" imma smack em.",A,M
221417942141763587,@Zac_mugga make me smack you,A,F
218904062333157377,"Pull My Hair, Smack My A**, Doggystyle Thats My Favorite",A,M
220989721826955268,CIERRA SAID SHE GOING SMACK ME,A,M
215650812003762178,@Simpley_ME12 stop fucking playen with me for I smack ya ass,A,M
281268028761591808,I liked a @YouTube video from @sunkissalba http://t.co/gqpKHqgf Brown Sugar Makeup Look,A,M
238487186264162305,I Be Wanting To Smack That Nigga,A,M
213782029513408512,"So That Your Chill Buddy Now Man Fuck You And Him I Will Smack You And Him. ""BITCH""",A,F
212993789181181953,I smack you and take your girl at the same damn time,A,M
237501745494900736,"Wow lol RT @HoopWitMe_: Im Bout That Shit.....I Bite,Smack,Grip All That Good Shit",A,F
237007209249259520,I have a hard time tellin the difference between skunk smell and weed smell,A,F
284357075432259584,“@GottChalk22: @brace_faace heroin?” hahahah if thats what makes u happy joey..........,A,F
256832920747139072,damn boul was bouta smack the shit outta shawty,A,M
240548129978609664,My Jazz? They WANT that. The baddest? She is that. Her heart? I OWN that. Her ass? I smack that. Her pussy? Its Mines & Im CRUSHIN that ! :),A,F
269243314342092800,"I miss 24. Jack Bauer shooting heroin, surviving nuclear fallout at close range and keeping America safe from terrorists. Too real maybe?",A,F
190366829414318081,"@Skrillex... Camp bisco in 90 days. I haven't seen you perform since heroine came out 6 years ago, and fftl was in Philly with FOB. #stoked",A,M
161633841654669314,"Ground beef, beef bacon, bellas, onion, A1 on a roll with beer battered fries. Baked brown sugar bananas a la mode for dessert. Wuddup B?",A,F
206808712063623168,I wanna smack this bitch at my job!,A,F
254308223618801664,"@truthforHim1224 HeeHeeHee smack my hand I should have known bettah,cause we're bonded...HeeHeeHee",A,M
249713809739116544,"@MaryBaba23 Smack-KaPow..Lol I know thats rite,Bam.Lol I used to be sneaky bout it and smile so innocent and the person stuck on stupid Lol",A,M
250442766465761282,I added a video to a @YouTube playlist http://t.co/5RdSRlWG Heroine Ka Khatra - Episode 873 - 21st September 2012,A,M
275383057815572480,Ima smack da shit out my landlord if he dont come fix my damn steps,A,F
275321367497437185,Ima be mad as shit and smack em wit a dutch lol,A,M
228236446031568897,"he said ima smack your face off of your face, ctfu bull dumb as shit",A,F
247380397250469888,"- Watching The Eagles, I swear they better win or ima smack the shit outta someone",A,F
222598988963127296,@NoRap_Rey @Breeond_Amazing cdfu right ima book a flight and smack his ass like he on that dumb shit,A,F
